texto,categoria
"comprei consulta medica R$ 65,60",Saúde
Moovit da semana R$ 2000,Transporte
assinei YouTube Premium,Lazer
comprei salto,Vestuário
taxa para casamento,Outros
Entretenimento,Lazer
material de construção,Casa
abasteci R$ 15,Transporte
"plano anual antivirus R$32,30",Assinaturas
comprei macacão,Vestuário
saída R$ 3000,Lazer
"macacão R$69,70",Vestuário
comprei macacão R$ 70,Vestuário
internet,Casa
comprei delivery 139.90,Alimentação
"TROCA DE ÓLEO R$ 110,60",Transporte
"RENOVEI ICLOUD R$9,40",Assinaturas
cobrou internet,Assinaturas
fim de semana,Lazer
Passeio,Lazer
voo pra casa,Transporte
"pedi fruta no delivery 400,00",Alimentação
manutenção 30.90,Casa
PAGUEI INFRAÇÃO,Outros
"RENOVEI OI R$19,25",Assinaturas
compras de roupa,Vestuário
Exame no laboratório,Saúde
roupa de academia novo,Vestuário
McAfee,Assinaturas
comprei smartphone,Outros
PRESENTE,Outros
MÁQUINA DE LAVAR 800,Casa
"plantas do mes 14,70",Casa
"Peguei zona azul r$ 10,99",Transporte
"paguei anuidade R$ 8,60",Outros
comprei ultrassom 1200 reais,Saúde
"par de lenço R$ 350,00",Vestuário
Comprei fisioterapeuta,Saúde
"curso de mensalidade escolar R$ 70,00",Educação
"fui ao jogos no Steam R$ 55,40",Lazer
Boné na loja,Vestuário
"paguei doação 12,00",Outros
Passagem de gasolina 8 reais,Transporte
COMPREI JAPONÊS,Alimentação
"manutenção R$95,25",Casa
Globoplay,Assinaturas
"mensalidade seringa 99,20",Saúde
corrida de Moovit 1200,Transporte
Taxi,Transporte
"seguro residencial para a casa 139,50",Casa
peguei cartão de transporte 55.60,Transporte
comprei Disney+,Lazer
"par de peça de roupa 22,50",Vestuário
assinatura do Steam,Assinaturas
fui na fisioterapia,Saúde
parafuso do mês R$80,Casa
"adobe creative cloud r$60,10",Assinaturas
mensalidade da mensalidade universitária,Educação
despesa com Samsung R$700,Outros
paguei a suplemento,Saúde
"Abasteci o carro 50,60",Transporte
blusa de frio,Vestuário
"Wi-Fi para a casa 120,99",Casa
quentinha,Alimentação
PAGUEI ESCOLA DE IDIOMAS 70.50,Educação
"sandália nova R$ 15,70",Vestuário
esgoto,Casa
delivery quentinha 80.60,Alimentação
"band-aid mensal R$ 24,20",Saúde
"loja de roupa R$ 89,70",Vestuário
"renovação Disney Plus 20,90",Assinaturas
passeio,Lazer
"feira do mês R$5,20",Alimentação
whey,Saúde
fui na whey,Saúde
alemão,Educação
"assinei museu R$49,20",Lazer
material de construção,Casa
"PLANO MENSAL AMAZON PRIME 110,40",Assinaturas
Bermuda 1500 reais,Vestuário
boleto do quadro,Casa
Localiza pro trabalho,Transporte
Extração,Saúde
"Spotify com a familia 2000,00",Lazer
proteina,Saúde
COMPREI SHORTS,Vestuário
"sessão de cinema com a família R$50,40",Lazer
comprei vinho,Alimentação
paguei multa,Outros
veterinário para natal,Outros
"MANUTENÇÃO DA WI-FI R$ 20,00",Casa
comprei CNA,Educação
assinei concurso público,Educação
"comprei jaqueta na loja R$ 150,00",Vestuário
corrida de Gol,Transporte
assinei curso online,Educação
"mensalidade Coursera R$ 45,80",Educação
pochete,Vestuário
"fraldas para a casa r$14,50",Casa
plano mensal ExpressVPN 1200 reais,Assinaturas
estacionamento R$18,Transporte
processo para aniversario 45.20,Outros
comprei ceia,Alimentação
"entretenimento 45,90",Lazer
"anuidade amazon prime video 20,30",Assinaturas
troca de óleo R$40,Transporte
comprei pronto-socorro 15.50,Saúde
"peguei táxi R$ 17,40",Transporte
"cerveja no mall R$ 89,90",Alimentação
IPTU do mes 89.90,Casa
BANDA LARGA R$ 3000,Assinaturas
manutenção R$80,Casa
"COMPREI RENNER NA C&A R$ 70,00",Vestuário
"pintura mensal 9,75",Casa
"spotify com amigos r$49,25",Lazer
jaqueta novo,Vestuário
pedágio,Transporte
renovação Adobe Creative Cloud,Assinaturas
PAGUEI ALUGUEL DO APARTAMENTO,Casa
"bike R$139,10",Transporte
"SNACK NO FEIRA 20,20",Alimentação
assinei peça de teatro,Lazer
"aquário com amigos R$ 40,75",Lazer
disney+,Lazer
feira do mês 140.70,Alimentação
fui ao balada,Lazer
"remédio da plano de saúde R$ 24,75",Saúde
"Comprei doação r$ 14,80",Outros
almocei no mercado,Alimentação
"almocei no mercado R$42,50",Alimentação
"compras da semana R$ 40,40",Alimentação
passeio,Lazer
"loção da semana R$ 149,99",Saúde
revisão do carro,Transporte
manteiga pra hoje,Alimentação
"esgoto mensal R$85,10",Casa
troca de oleo,Transporte
"entretenimento R$130,30",Lazer
iptu para natal,Outros
camisa novo 24.90,Vestuário
"workshop 99,60",Educação
paguei a pronto-socorro,Saúde
despesa com pet 99.25,Outros
comprei oferta,Outros
mensalidade Disney Plus,Assinaturas
fui ao caiaque,Lazer
gasolina,Transporte
Energético no bar 25,Alimentação
"comprei happy hour R$ 200,00",Alimentação
assinatura do Kaspersky,Assinaturas
mensalidade VPN,Assinaturas
"máquina de lavar para a casa R$12,75",Casa
Comprei forever 21 na zara,Vestuário
"COMPREI ENEM R$9,75",Educação
"paguei saque R$139,30",Outros
"smartphone imprevisto R$ 90,00",Outros
Supermercado,Alimentação
DIO,Educação
"diversão R$ 12,30",Lazer
"reforma R$ 35,00",Casa
Consulta com yoga,Saúde
"seringa R$40,30",Saúde
aula de crm r$900,Educação
"cabo para chá de bebê 10,60",Outros
bicicleta pra casa,Transporte
"Pedi coxinha no delivery 2000,00",Alimentação
plano notion,Assinaturas
comprei Wizard,Educação
cobrou McAfee,Assinaturas
"conta de aluguel R$ 69,70",Casa
compras do mês 20.10,Alimentação
mensalidade da band-aid 17.99,Saúde
assinatura do Office 365 60.20,Assinaturas
"mercado R$ 9,30",Alimentação
multa de trânsito,Outros
"pastelaria no restaurante R$5,80",Alimentação
notebook 17.20,Outros
comprei taxa de condomínio 120 reais,Casa
"conserto do transferência 49,10",Outros
Comprei especialização,Educação
"pedágio R$65,70",Transporte
assinei curso,Educação
cueca na c&a,Vestuário
assinatura do Dropbox,Assinaturas
ingresso pro Xbox,Lazer
ÔNIBUS INTERESTADUAL,Transporte
comprei material de limpeza,Casa
Material de webinar 8.10,Educação
"abasteci 69,30",Transporte
paguei a loção,Saúde
comprei Xbox,Lazer
Passeio,Lazer
boleto de seguro residencial,Casa
COMPRAS DO MÊS 20.70,Alimentação
"material de construção R$80,99",Casa
compras de roupa r$ 70,Vestuário
"conta de obra 129,60",Casa
"estacionamento 1000,00",Transporte
"plano Duolingo Plus R$10,70",Assinaturas
aula de colégio,Educação
"almocei no mall R$ 49,50",Alimentação
mensalidade whey R$45,Saúde
Fui na whey,Saúde
Abastecimento pro trabalho r$ 300,Transporte
gasolina,Transporte
COBROU BOX MENSAL R$700,Assinaturas
"par de casaco 10,10",Vestuário
receita médica,Saúde
assinatura do antivírus,Assinaturas
"REVISÃO DO CARRO R$ 14,99",Transporte
comprei exame,Educação
comprei convênio,Saúde
Disney Plus,Assinaturas
comprei régua,Educação
cobrou Epic Games,Assinaturas
"delivery coxinha R$10,25",Alimentação
certificação R$ 2000,Educação
peguei pedágio R$150,Transporte
assinatura do xbox game pass,Assinaturas
assinei Wizard 24.20,Educação
"pedi salgado no delivery R$ 149,30",Alimentação
corrida,Transporte
RESSONÂNCIA,Saúde
PEDI MCDONALD'S NO DELIVERY,Alimentação
musculação,Saúde
Renner nova,Vestuário
Fui ao gibi,Lazer
mensalidade netflix,Assinaturas
comprei roupa de academia na loja,Vestuário
"boleto de empregada R$ 89,60",Casa
desinfetante,Casa
C&a,Vestuário
Casaco,Vestuário
"presente pra natal R$ 119,50",Outros
Computador,Outros
VIDEOGAME,Lazer
"dentista da semana r$ 15,10",Saúde
zona azul pra casa,Transporte
Matrícula 900,Educação
"assinei game R$75,99",Lazer
"material de construção R$59,10",Casa
renovação amazon prime,Assinaturas
brt pra casa 10,Transporte
comprei telefone fixo,Casa
"encanador 79,60",Casa
ótica da semana 100,Saúde
paguei presente de natal,Outros
Comprei festa,Lazer
"presente pra formatura 42,50",Outros
eletricista,Casa
comprei extração,Saúde
COMPREI VETERINÁRIO 19.50,Outros
pipoca pra hoje,Alimentação
COMPREI MÉDICO,Saúde
passagem de ônibus interestadual,Transporte
"COMPREI FRANGO R$ 35,25",Alimentação
comprei presente de aniversário,Outros
"paguei IPTU R$ 40,00",Casa
par de lenço 1200,Vestuário
"compras da semana r$ 40,00",Alimentação
"renovação Netflix 70,30",Assinaturas
Photoshop,Assinaturas
boleto do Sky 8.30,Casa
"ingresso pro musical R$ 37,75",Lazer
plano mensal iCloud,Assinaturas
"assinei CRM R$79,30",Educação
aula de certificação,Educação
paguei a creme,Saúde
boleto de fogão,Casa
SUBWAY NO BOTECO,Alimentação
"renovei Calm R$89,25",Assinaturas
"pneu de volta 10,75",Transporte
Paguei anuidade,Outros
FUI AO GIBI R$2500,Lazer
conserto R$10,Casa
Pedi hamburgueria no delivery,Alimentação
plano mensal Claro 300 reais,Assinaturas
corrida de uber black,Transporte
"compras de roupa r$ 130,25",Vestuário
RANCHO 17.80,Alimentação
MATERIAL DE CONSTRUÇÃO 49.30,Casa
QUADRO,Casa
"Pedágio r$10,25",Transporte
conta do x-burguer,Alimentação
"sapato 140,20",Vestuário
Comprei material escolar,Educação
"comprei micro-ondas R$ 15,50",Casa
paguei a análises clínicas 19.40,Saúde
passeio com amigos 40,Lazer
"vestido na Riachuelo R$ 89,99",Vestuário
par de nike 200,Vestuário
comprei Adidas,Vestuário
"ingresso do game r$ 120,20",Lazer
fui na yoga,Saúde
COMPREI SERVIÇO 8 REAIS,Outros
"Cartório para formatura r$ 70,90",Outros
protetor solar da semana 8.40,Saúde
comprei ressonancia,Saúde
"assinei concurso público 600,00",Educação
"Manutenção r$ 32,70",Casa
PSIQUIATRA DA SEMANA 99.99,Saúde
"macacão nova R$150,50",Vestuário
reforma,Casa
aluguel,Casa
COMPREI ROUPA DE DORMIR,Vestuário
assinei workshop,Educação
Ressonância,Saúde
"multa para cha de bebe R$69,10",Outros
"proteína mensal r$ 130,30",Saúde
"SANDÁLIA NA H&M 75,70",Vestuário
CONTA DE SEGURO DA CASA 49.75,Casa
Terapia da semana 50.70,Saúde
Matrícula,Educação
proteína,Saúde
mensalidade plano da semana R$30,Saúde
Paguei fisk,Educação
"Material de construção r$19,70",Casa
conserto do infraçao,Outros
revisao do carro,Transporte
"motofrete r$50,10",Transporte
"Comprei c&a r$47,10",Vestuário
carona pra casa 130.99,Transporte
"mensalidade da webinar 5,50",Educação
"manutençao da Claro TV 25,99",Casa
mensalidade prova 3000,Educação
dividi conta do fruta,Alimentação
Epic Games,Assinaturas
plano anual Disney Plus 180 reais,Assinaturas
"eletrodoméstico do mês R$ 24,30",Casa
assinatura plano de internet,Assinaturas
plano Nintendo Online,Assinaturas
matrícula no curso 30.10,Educação
"Entretenimento r$ 27,50",Lazer
"Limpeza dental da semana r$ 25,00",Saúde
PASSAGEM DE YELLOW,Transporte
exame no laboratório 50.75,Saúde
"abasteci R$ 32,90",Transporte
Psiquiatra mensal 45 reais,Saúde
jantei fora 27.70,Alimentação
ANÁLISES CLÍNICAS DA SEMANA R$45,Saúde
uniforme na C&A,Vestuário
boleto de reforma 1200,Casa
fui na whey,Saúde
Comprei protetor solar,Saúde
compras de roupa 27.80,Vestuário
happy hour,Alimentação
Renovação banda larga,Assinaturas
"Fim de semana 80,75",Lazer
curso de caderno,Educação
Gol,Transporte
Roupas 40.99,Vestuário
"consulta com quiropraxia R$ 79,60",Saúde
Combustível r$30,Transporte
"banda larga do mês R$60,10",Casa
quadro do mês 14.75,Casa
ANUIDADE EXPRESSVPN,Assinaturas
mensalidade iCloud,Assinaturas
remédio pet para chá de bebê 45 reais,Outros
cobrou onedrive,Assinaturas
"cobrou clube de assinatura R$75,99",Assinaturas
"Uber Pool da semana 70,10",Transporte
pedi bolacha no delivery,Alimentação
PEGUEI DIESEL,Transporte
remédio pet para casamento,Outros
ANUIDADE TELECINE 5.70,Assinaturas
workshop R$45,Educação
troca de oleo R$20,Transporte
"IPVA R$ 129,10",Outros
assinei balada,Lazer
"FONE DE OUVIDO PARA CHÁ DE BEBÊ R$ 90,30",Outros
"paguei mochila R$ 9,80",Educação
assinatura do Norton 900,Assinaturas
dividi conta do boteco,Alimentação
fui na lente de contato,Saúde
cobrou Photoshop,Assinaturas
MENSALIDADE ESPANHOL,Educação
"comprei Udemy R$ 149,50",Educação
licenciamento,Transporte
VIAGEM PARA OUTRO ESTADO,Lazer
jantei fora,Alimentação
"delivery sushi R$119,20",Alimentação
scooter pra casa,Transporte
Aula de rocketseat 42.80,Educação
"material de construçao R$ 29,80",Casa
MATERIAL DE CERTIFICADO 12,Educação
conta do mercadinho 18,Alimentação
paguei fogao,Casa
conta de luz,Casa
"comprei infraçao R$39,60",Outros
"DESPESA COM PET SHOP 32,25",Outros
"comprei Sky 30,20",Casa
STEAM R$ 25,Lazer
viação pra casa,Transporte
condomínio do mês,Casa
Assinei alemão,Educação
"conta do delivery R$ 95,20",Alimentação
Xbox Game Pass,Assinaturas
Conserto 400 reais,Casa
"empréstimo para formatura R$ 100,00",Outros
"roupas 300,00",Vestuário
compras de roupa,Vestuário
comprei uniforme,Vestuário
matrícula no curso,Educação
sessão de cinema,Lazer
peguei passagem aérea,Transporte
renovei McAfee,Assinaturas
comprei vestido,Vestuário
assinei faculdade R$5,Educação
"fui ao brinquedo 40,50",Lazer
DELIVERY BOB'S,Alimentação
"renovei McAfee R$37,90",Assinaturas
"conserto r$ 95,50",Casa
Viagem para praia,Lazer
Exame no laboratório 20.70,Saúde
loja de roupa R$ 150,Vestuário
roupa de academia na outlet,Vestuário
"Samsung do mês R$65,75",Outros
ingresso do HBO Max 24.60,Lazer
cafe da manha 25,Alimentação
"comprei tênis na Riachuelo R$ 85,20",Vestuário
CORTINA PARA A CASA 17.70,Casa
fui ao clube,Lazer
mensalidade da mensalidade academia,Saúde
"despesa com computador 100,00",Outros
comprei universidade,Educação
MENSALIDADE MOCHILA,Educação
comprei cappuccino,Alimentação
"CONSERTO 75,10",Casa
PAGUEI PET,Outros
"grin da semana 119,70",Transporte
paguei acessório,Outros
"médico mensal r$85,80",Saúde
"peguei metro 49,70",Transporte
"café da manhã R$ 139,75",Alimentação
"certificação R$ 49,10",Educação
Iptu do mês,Outros
COMPRAS DO MÊS 2500,Alimentação
gasolina R$ 1500,Transporte
Boleto de energia elétrica,Casa
PEDI STARBUCKS NO DELIVERY,Alimentação
"café da manhã R$149,75",Alimentação
"revisão do carro 47,10",Transporte
ingresso pro futebol R$ 350,Lazer
lanche da tarde 22.40,Alimentação
festival com a família R$ 180,Lazer
gasolina,Transporte
Starbucks,Alimentação
dedetização do mês,Casa
blusa de frio,Vestuário
dividi conta do bolacha,Alimentação
revisao do carro 80.70,Transporte
cobrou ExpressVPN R$ 70,Assinaturas
"ABASTECI R$ 35,00",Transporte
"anuidade para natal 30,10",Outros
COBROU VIVO,Assinaturas
assinei DIO,Educação
comprei internet 42.25,Casa
Reforma,Casa
material de construção,Casa
plantas do mês,Casa
renovei Xbox Game Pass 130.25,Assinaturas
cobrou Microsoft 365,Assinaturas
comprei H&M,Vestuário
roupas,Vestuário
PAGUEI A POMADA 400,Saúde
"plano mensal Disney Plus R$8,50",Assinaturas
par de roupa de banho R$18,Vestuário
"ótica da semana 70,99",Saúde
Receita médica 69.99,Saúde
leite no feira,Alimentação
"colar nova 15,00",Vestuário
aluguel do apartamento,Casa
"comprei decoração 17,40",Casa
"anuidade Steam 39,80",Assinaturas
"Hospedagem r$5,75",Lazer
"dízimo do mês 55,50",Outros
"pão de queijo R$ 40,75",Alimentação
boleto de telefone,Casa
mensalidade plano de celular,Assinaturas
"CERTIFICAÇÃO 150,00",Educação
Reparo para formatura,Outros
"café da manhã 150,99",Alimentação
ANUIDADE PHOTOSHOP 32.40,Assinaturas
raio-x,Saúde
VLT de volta,Transporte
PAGUEI CARIDADE,Outros
material de colegio,Educação
paguei a mensalidade academia,Saúde
"ingresso do passeio de barco R$ 90,50",Lazer
comprei eletrônico,Outros
"lanche da tarde r$ 20,20",Alimentação
"Pronto-socorro mensal r$ 60,80",Saúde
"mochila r$ 80,25",Educação
"sapato nova r$ 25,00",Vestuário
pijama 25 reais,Vestuário
material de construção,Casa
"combustível R$10,90",Transporte
abasteci o carro 39.50,Transporte
"pedágio 35,99",Transporte
plano anual plano móvel,Assinaturas
mensalidade Amazon Prime,Assinaturas
"comprei biquíni na Zara R$45,70",Vestuário
"comprei roupa de dormir 8,00",Vestuário
"Comprei upa 90,75",Saúde
fui na medico,Saúde
comprei Outback,Alimentação
Aula de material para curso,Educação
GASOLINA 139.60,Transporte
"boleto do decoração 99,25",Casa
"TV POR ASSINATURA 27,25",Casa
"par de lingerie R$ 139,40",Vestuário
"brinco na Renner R$ 15,00",Vestuário
"abasteci 14,25",Transporte
"Conta de energia elétrica r$ 79,75",Casa
conserto do IPVA,Outros
"fui na natação 14,80",Saúde
jantei fora R$ 1200,Alimentação
"comprei taxa 50,80",Outros
bike pra casa,Transporte
passeio R$18,Lazer
etanol de volta,Transporte
"par de vestido 60,25",Vestuário
saída,Lazer
Comprei japonês,Alimentação
"delivery água 100,20",Alimentação
Mercado 24.70,Alimentação
metrô 45.70,Transporte
workshop R$18,Educação
"saída 119,20",Lazer
plano mensal Adobe Creative Cloud R$20,Assinaturas
DIVIDI CONTA DO ALMOÇO,Alimentação
bilhete pra casa,Transporte
paguei acessório R$70,Outros
CORRIDA DE LOCADORA 119.75,Transporte
anuidade Netflix,Assinaturas
"manutençao 50,80",Casa
"boleto do telefone R$100,30",Casa
regata na shopping,Vestuário
"assinei HBO Max R$30,99",Lazer
"viagem para campo 30,90",Lazer
par de Zara,Vestuário
PAGUEI IMPOSTO DE RENDA,Outros
"Compras da semana r$85,75",Alimentação
"delivery bolacha R$ 49,40",Alimentação
"assinatura do Deezer R$149,50",Assinaturas
Conta de luminária 70 reais,Casa
etanol pra casa 140.60,Transporte
Grin de volta,Transporte
mercado,Alimentação
RENOVAÇÃO NOTION,Assinaturas
assinatura do box mensal 1200,Assinaturas
GASOLINA 60.99,Transporte
Combustível 10.60,Transporte
"gasto com multa de trânsito r$40,20",Outros
material de construçao R$45,Casa
comprei régua,Educação
mensalidade Google Drive,Assinaturas
processo,Outros
"delivery japonês R$ 35,25",Alimentação
mensalidade antivírus,Assinaturas
renovaçao Amazon Prime,Assinaturas
"despesa com consultório veterinário R$90,80",Outros
COMPREI CONTA DE LUZ,Casa
paguei sofá,Casa
"advogado imprevisto R$24,60",Outros
Subway no lanchonete,Alimentação
ônibus de volta,Transporte
mercadinho pra hoje,Alimentação
comprei calça na Zara 140.70,Vestuário
"loja de roupa 120,25",Vestuário
paguei a crossfit,Saúde
"boleto do micro-ondas R$ 800,00",Casa
mensalidade escolar R$15,Educação
remédio da exame de sangue,Saúde
"corrida de estacionei r$37,25",Transporte
ALMOCEI NO SUPERMERCADO,Alimentação
"ração imprevisto 17,25",Outros
fui na plano de saúde,Saúde
consulta com medicamento 15 reais,Saúde
oferta para casamento,Outros
"certificação 139,70",Educação
entretenimento,Lazer
"comprei imposto R$12,40",Outros
paguei a óculos,Saúde
"remédio da creatina R$14,30",Saúde
fui ao caiaque,Lazer
"peguei zona azul R$ 95,20",Transporte
imposto,Outros
comprei PlayStation R$15,Lazer
par de Adidas 12,Vestuário
COMPREI PILATES,Saúde
Peguei moto,Transporte
Comprei vitamina,Saúde
paguei infraçao,Outros
BORRACHA,Educação
taxa para aniversário,Outros
"comprei sessão de cinema R$30,80",Lazer
